"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","note_classif.label"
"Angola","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Male","Contingency: Unemployed receiving unemployment benefits","2020",0,
"Angola","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Unemployed receiving unemployment benefits","2020",0,
"Angola","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons above retirement age receiving a pension","2019",14.5,
"Angola","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Unemployed receiving unemployment benefits","2019",0,
"Angola","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Vulnerable persons covered by social assistance","2019",5.1,
"Angola","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Male","Contingency: Unemployed receiving unemployment benefits","2019",0,
"Angola","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Unemployed receiving unemployment benefits","2019",0,
"Angola","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Vulnerable persons covered by social assistance","2017",5.5,
"Angola","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons above retirement age receiving a pension","2012",14.5,
"Angola","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons above retirement age receiving a pension","2000",8,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Unemployed receiving unemployment benefits","2022",0,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Population covered by at least one social protection benefit","2020",68.9,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons above retirement age receiving a pension","2020",66.1,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons with severe disabilities collecting disability social protection benefits","2020",34.1,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Employed covered in the event of work injury","2020",95.7,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Children/households receiving child/family cash benefits","2020",2.8,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Poor persons covered by social protection systems","2020",27.8,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Vulnerable persons covered by social assistance","2020",6.8,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Male","Contingency: Population covered by at least one social protection benefit","2020",60.1,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Male","Contingency: Persons above retirement age receiving a pension","2020",59.1,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Male","Contingency: Persons with severe disabilities collecting disability social protection benefits","2020",26.2,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Male","Contingency: Employed covered in the event of work injury","2020",82.8,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Population covered by at least one social protection benefit","2020",74.1,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Persons above retirement age receiving a pension","2020",72.7,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Persons with severe disabilities collecting disability social protection benefits","2020",41.7,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Mothers with newborns receiving maternity benefits","2020",100,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Employed covered in the event of work injury","2020",100,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Population covered by at least one social protection benefit","2019",57.7,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons above retirement age receiving a pension","2019",44.3,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons with severe disabilities collecting disability social protection benefits","2019",25.6,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Children/households receiving child/family cash benefits","2019",2,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Poor persons covered by social protection systems","2019",31,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Vulnerable persons covered by social assistance","2019",5.6,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Male","Contingency: Persons above retirement age receiving a pension","2019",41,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Persons above retirement age receiving a pension","2019",47.5,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Mothers with newborns receiving maternity benefits","2019",73.3,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons with severe disabilities collecting disability social protection benefits","2017",25.8,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons with severe disabilities collecting disability social protection benefits","2016",32.1,
"Anguilla","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons with severe disabilities collecting disability social protection benefits","2015",32.1,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Population covered by at least one social protection benefit","2021",78.1,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons above retirement age receiving a pension","2021",96.5,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons with severe disabilities collecting disability social protection benefits","2021",100,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Unemployed receiving unemployment benefits","2021",2.6,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Employed covered in the event of work injury","2021",40.7,"Social security coverage: Estimated based on legal coverage"
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Children/households receiving child/family cash benefits","2021",24.6,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Poor persons covered by social protection systems","2021",100,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Vulnerable persons covered by social assistance","2021",62.1,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Male","Contingency: Persons above retirement age receiving a pension","2021",100,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Male","Contingency: Persons with severe disabilities collecting disability social protection benefits","2021",100,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Persons above retirement age receiving a pension","2021",94,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Persons with severe disabilities collecting disability social protection benefits","2021",100,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons above retirement age receiving a pension","2019",77,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Unemployed receiving unemployment benefits","2019",6.9,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Employed covered in the event of work injury","2019",34,"Social security coverage: Estimated based on legal coverage"
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Mothers with newborns receiving maternity benefits","2019",47.9,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Unemployed receiving unemployment benefits","2012",6.9,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons above retirement age receiving a pension","2011",77,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Unemployed receiving unemployment benefits","2011",6,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Male","Contingency: Persons above retirement age receiving a pension","2011",100,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Persons above retirement age receiving a pension","2011",60.8,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Unemployed receiving unemployment benefits","2010",6.4,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Unemployed receiving unemployment benefits","2009",6.3,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Unemployed receiving unemployment benefits","2008",6.7,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Employed covered in the event of work injury","2008",34,"Social security coverage: Estimated based on legal coverage"
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Unemployed receiving unemployment benefits","2007",7.8,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Unemployed receiving unemployment benefits","2005",6.7,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons above retirement age receiving a pension","2000",89,
"Albania","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Unemployed receiving unemployment benefits","2000",10.2,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Population covered by at least one social protection benefit","2022",86.7,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons above retirement age receiving a pension","2022",100,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Persons with severe disabilities collecting disability social protection benefits","2022",12.2,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Unemployed receiving unemployment benefits","2022",8.4,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Children/households receiving child/family cash benefits","2022",12.2,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Poor persons covered by social protection systems","2022",10.8,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Vulnerable persons covered by social assistance","2022",22.9,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Male","Contingency: Population covered by at least one social protection benefit","2022",88.8,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Male","Contingency: Persons above retirement age receiving a pension","2022",100,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Male","Contingency: Persons with severe disabilities collecting disability social protection benefits","2022",11,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Male","Contingency: Unemployed receiving unemployment benefits","2022",7.7,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Population covered by at least one social protection benefit","2022",81.3,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Persons above retirement age receiving a pension","2022",100,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Persons with severe disabilities collecting disability social protection benefits","2022",13.4,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Unemployed receiving unemployment benefits","2022",9.6,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Employed covered in the event of work injury","2020",100,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Male","Contingency: Employed covered in the event of work injury","2020",100,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Mothers with newborns receiving maternity benefits","2020",90.4,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Female","Contingency: Employed covered in the event of work injury","2020",100,
"Andorra","ILO - Social Security Inquiry Database","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","Sex: Total","Contingency: Unemployed receiving unemployment benefits","2013",11.1,
